MacroPlot Name,Monitoring Status,Date,Index,Transect,Slope,LogNum,Dia,DecayCl,CWDFuConSt,Comment,UV1,UV2,UV3,NumTran,TranLen,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Visited,
B:FSEGI1T08:023,Re02Year05,7/29/2025 5:41:49 PM,1,1,2,1,13.5,4,Default,,,,,,,,,,,,,,
B:FSEGI1T08:011,Post01,10/16/1984 2:00:00 AM,,,,,,,,,,,,4,50,,,,,,,True,
B:FSEGI1T08:011,Post01,10/16/1984 2:00:00 AM,1,1,6,,10,4,Default,From FMH DFROTTEN 1056,, Rotten, fuel1,,,,,,,,,,
B:FSEGI1T08:011,Post01,10/16/1984 2:00:00 AM,2,2,8,,6.5,3,Default,From FMH DFSOUND 1055,, Sound, fuel3,,,,,,,,,,
B:FSEGI1T08:011,Post03,10/27/2011 6:37:48 PM,,,,,,,,,,,,4,50,,,,,,,True,
B:FSEGI1T08:011,Post03,10/27/2011 6:37:48 PM,-2147483648,1,2,1,6.1,3,Default,,,,,,,,,,,,,,
B:FSEGI1T08:011,Post03,10/27/2011 6:37:48 PM,-2147483647,2,2,1,3.7,3,Default,,,,,,,,,,,,,,
B:FSEGI1T08:011,Pre00,7/20/2001 2:00:00 AM,,,,,,,,,,,,4,50,,,,,,,True,
B:FSEGI1T08:011,Pre00,7/20/2001 2:00:00 AM,1,1,1,,13,3,Default,From FMH DFSOUND 1055,, Sound, fuel2,,,,,,,,,,
B:FSEGI1T08:011,Pre00,7/20/2001 2:00:00 AM,2,1,1,,14,3,Default,From FMH DFSOUND 1055,, Sound, fuel2,,,,,,,,,,
B:FSEGI1T08:011,Pre00,7/20/2001 2:00:00 AM,3,2,8,,6,3,Default,From FMH DFSOUND 1055,, Sound, fuel3,,,,,,,,,,
B:FSEGI1T08:011,Pre01,6/24/1983 2:00:00 AM,,,,,,,,,,,,4,50,,,,,,,True,
B:FSEGI1T08:011,Pre01,6/24/1983 2:00:00 AM,1,1,6,,9,4,Default,From FMH DFROTTEN 1056,, Rotten, fuel1,,,,,,,,,,
B:FSEGI1T08:011,Pre01,6/24/1983 2:00:00 AM,2,1,6,,17,4,Default,From FMH DFROTTEN 1056,, Rotten, fuel1,,,,,,,,,,
B:FSEGI1T08:011,Pre01,6/24/1983 2:00:00 AM,3,2,1,,3.5,3,Default,From FMH DFSOUND 1055,, Sound, fuel2,,,,,,,,,,
B:FSEGI1T08:011,Pre01,6/24/1983 2:00:00 AM,4,2,1,,5,4,Default,From FMH DFROTTEN 1056,, Rotten, fuel2,,,,,,,,,,
B:FSEGI1T08:011,Pre01,6/24/1983 2:00:00 AM,5,2,1,,5,4,Default,From FMH DFROTTEN 1056,, Rotten, fuel2,,,,,,,,,,
B:FSEGI1T08:011,Pre01,6/24/1983 2:00:00 AM,6,2,1,,10,4,Default,From FMH DFROTTEN 1056,, Rotten, fuel2,,,,,,,,,,
B:FSEGI1T08:011,Pre01,6/24/1983 2:00:00 AM,7,3,6,,8,3,Default,From FMH DFSOUND 1055,, Sound, fuel4,,,,,,,,,,
B:FSEGI1T08:011,Pre02,7/16/1996 2:00:00 AM,,,,,,,,,,,,4,50,,,,,,,True,
B:FSEGI1T08:011,Pre02,7/16/1996 2:00:00 AM,1,1,1,,10.5,3,Default,From FMH DFSOUND 1055,, Sound, fuel2,,,,,,,,,,
B:FSEGI1T08:011,Pre02,7/16/1996 2:00:00 AM,2,2,8,,18,4,Default,From FMH DFROTTEN 1056,, Rotten, fuel3,,,,,,,,,,
B:FSEGI1T08:011,Pre02,7/16/1996 2:00:00 AM,3,2,8,,5,3,Default,From FMH DFSOUND 1055,, Sound, fuel3,,,,,,,,,,
B:FSEGI1T08:011,Pre03,11/5/2010 1:34:25 PM,,,,,,,,,,,,4,50,,,,,,,True,
B:FSEGI1T08:011,Pre03,11/5/2010 1:34:25 PM,-2147483648,2,1,,8.5,3,Default,,,,,,,,,,,,,,
B:FSEGI1T08:011,Pre03,11/5/2010 1:34:25 PM,-2147483647,2,1,,10,3,Default,,,,,,,,,,,,,,
B:FSEGI1T08:011,Pre03,11/5/2010 1:34:25 PM,-2147483646,2,1,,13.5,4,Default,,,,,,,,,,,,,,
B:FSEGI1T08:011,Pre03,11/5/2010 1:34:25 PM,-2147483645,3,8,,3.5,3,Default,,,,,,,,,,,,,,
B:FSEGI1T08:011,Re01Year01,9/22/1985 2:00:00 AM,,,,,,,,,,,,4,50,,,,,,,True,
B:FSEGI1T08:011,Re01Year01,9/22/1985 2:00:00 AM,1,1,6,,14,4,Default,From FMH DFROTTEN 1056,, Rotten, fuel1,,,,,,,,,,
B:FSEGI1T08:011,Re01Year01,9/22/1985 2:00:00 AM,2,1,6,,4,3,Default,From FMH DFSOUND 1055,, Sound, fuel1,,,,,,,,,,
B:FSEGI1T08:011,Re01Year01,9/22/1985 2:00:00 AM,3,2,8,,6,3,Default,From FMH DFSOUND 1055,, Sound, fuel3,,,,,,,,,,
B:FSEGI1T08:011,Re01Year05,8/10/1988 2:00:00 AM,,,,,,,,,,,,4,50,,,,,,,True,
B:FSEGI1T08:011,Re01Year05,8/10/1988 2:00:00 AM,1,1,6,,3.5,4,Default,From FMH DFROTTEN 1056,, Rotten, fuel1,,,,,,,,,,
B:FSEGI1T08:011,Re01Year05,8/10/1988 2:00:00 AM,2,2,8,,18,3,Default,From FMH DFSOUND 1055,, Sound, fuel3,,,,,,,,,,
B:FSEGI1T08:011,Re01Year05,8/10/1988 2:00:00 AM,3,2,8,,6,3,Default,From FMH DFSOUND 1055,, Sound, fuel3,,,,,,,,,,
B:FSEGI1T08:011,Re01Year10,6/23/1994 2:00:00 AM,,,,,,,,,,,,4,50,,,,,,,True,
B:FSEGI1T08:011,Re01Year10,6/23/1994 2:00:00 AM,1,1,6,,38,4,Default,From FMH DFROTTEN 1056,, Rotten, fuel1,,,,,,,,,,
B:FSEGI1T08:011,Re01Year10,6/23/1994 2:00:00 AM,2,2,8,,17.5,4,Default,From FMH DFROTTEN 1056,, Rotten, fuel3,,,,,,,,,,
B:FSEGI1T08:011,Re01Year10,6/23/1994 2:00:00 AM,3,2,8,,5,4,Default,From FMH DFROTTEN 1056,, Rotten, fuel3,,,,,,,,,,
B:FSEGI1T08:011,Re02Year01,7/23/1997 2:00:00 AM,,,,,,,,,,,,4,50,,,,,,,True,
B:FSEGI1T08:011,Re02Year01,7/23/1997 2:00:00 AM,1,1,1,,11,3,Default,From FMH DFSOUND 1055,, Sound, fuel2,,,,,,,,,,
B:FSEGI1T08:011,Re02Year02,7/23/1998 2:00:00 AM,,,,,,,,,,,,4,50,,,,,,,True,
B:FSEGI1T08:011,Re02Year02,7/23/1998 2:00:00 AM,1,1,1,,10,3,Default,From FMH DFSOUND 1055,, Sound, fuel2,,,,,,,,,,
B:FSEGI1T08:011,Re02Year02,7/23/1998 2:00:00 AM,2,2,8,,7,3,Default,From FMH DFSOUND 1055,, Sound, fuel3,,,,,,,,,,
